id,age,job,marital,education,default,amount,housing,loan,contact,day,month,duration,campaign,previous,y
2679,35,blue-collar,married,primary,no,422.0,yes,no,cellular,14,may,279.53433766547016,1,0,0
2680,53,management,divorced,tertiary,no,0.0,no,no,sending _document,9,may,,2,0,0
2681,28,self-employed,single,tertiary,no,0.0,yes,no,sending _document,26,may,350.3624755608533,2,0,1
2682,30,self-employed,married,tertiary,no,2666.0,no,no,cellular,4,may,193.17326426931672,3,1,1
2683,32,blue-collar,single,primary,no,882.0,no,yes,cellular,29,jul,263.5500081806491,8,0,0
2684,39,unemployed,married,secondary,no,0.0,yes,no,sending _document,20,may,314.4563913787311,1,0,0
2685,41,management,married,tertiary,no,326.0,yes,no,cellular,5,may,339.1648244572218,1,0,1
2686,30,management,married,tertiary,no,49.0,yes,yes,sending _document,1,jul,,1,0,1
2687,32,technician,single,secondary,no,801.0,yes,no,cellular,17,apr,266.3025355078138,1,0,0
2688,33,services,married,secondary,no,346.0,yes,no,cellular,16,jul,281.6830239804178,1,0,0
2689,38,entrepreneur,married,tertiary,no,170.0,yes,no,cellular,18,may,339.8584092874705,1,0,0
2690,26,unemployed,single,secondary,no,461.0,no,no,cellular,28,jan,73.92381466288384,1,0,0
2691,28,admin.,married,secondary,no,-247.0,yes,yes,cellular,30,jan,391.62631572564976,1,2,1
2692,32,management,single,tertiary,no,597.0,no,yes,cellular,24,jul,,1,0,0
2693,31,management,married,tertiary,no,4924.0,yes,no,cellular,19,nov,328.81882398966746,1,2,0
2694,59,retired,married,tertiary,no,941.0,no,yes,cellular,4,feb,359.29536540098707,1,1,0
2695,32,admin.,married,secondary,no,48.0,yes,no,cellular,28,jul,248.92179602935676,3,0,0
2696,28,admin.,single,secondary,no,242.0,yes,yes,cellular,12,may,359.83935824096955,1,1,0
2697,43,blue-collar,married,secondary,no,470.0,yes,yes,sending _document,26,may,,1,0,1
2698,25,blue-collar,single,secondary,no,0.0,yes,no,cellular,22,jul,,1,0,0
2699,31,technician,single,secondary,no,538.0,yes,no,cellular,17,apr,241.22683202282337,3,0,0
2700,50,blue-collar,married,secondary,no,616.0,yes,no,cellular,6,aug,396.38211423581663,6,0,1
2701,47,admin.,married,secondary,no,29.0,no,yes,cellular,22,aug,327.551203892006,8,0,1
2702,33,management,single,tertiary,no,361.0,yes,no,cellular,2,feb,305.7718271077386,1,0,0
2703,41,entrepreneur,married,tertiary,no,3135.0,yes,yes,sending _document,20,jun,548.4169960305765,3,0,1
2704,33,services,single,secondary,no,200.0,yes,no,cellular,17,nov,351.2974796541503,1,0,1
2705,30,admin.,married,tertiary,no,1717.0,no,yes,sending _document,2,jul,,2,0,0
2706,31,management,married,tertiary,no,0.0,yes,no,cellular,18,nov,275.30058181036554,1,0,0
2707,41,blue-collar,married,primary,no,191.0,yes,no,sending _document,8,may,338.36211364200074,1,0,1
2708,35,management,divorced,tertiary,no,2885.0,no,no,cellular,13,aug,,3,8,0
2709,50,self-employed,divorced,tertiary,no,59.0,yes,no,sending _document,28,may,390.1591388179947,2,0,1
2710,39,blue-collar,married,unknown,no,1181.0,yes,no,cellular,30,jul,250.3237119312513,2,0,0
2711,46,management,married,tertiary,no,9678.0,yes,no,cellular,17,nov,437.91529020349077,1,0,1
2712,36,admin.,married,secondary,no,3268.0,no,no,cellular,9,apr,,2,0,0
2713,36,blue-collar,single,primary,no,736.0,yes,no,sending _document,16,jun,371.59328227995536,2,0,1
2714,50,admin.,single,secondary,no,3702.0,no,no,cellular,16,oct,,5,0,0
2715,28,services,single,secondary,no,1136.0,no,no,cellular,28,jul,182.9543342381658,3,0,1
2716,36,technician,married,tertiary,no,6.0,yes,no,cellular,27,jan,296.54034502739904,1,1,0
2717,36,technician,married,secondary,no,0.0,no,no,cellular,7,aug,,2,0,0
2718,41,blue-collar,married,primary,no,574.0,yes,no,sending _document,14,may,311.8037320343009,2,0,0
2719,29,management,single,tertiary,no,1675.0,no,no,cellular,16,jun,,2,0,0
2720,47,blue-collar,married,primary,no,300.0,yes,no,sending _document,13,may,,3,0,1
2721,31,services,single,secondary,no,2038.0,yes,no,cellular,18,nov,302.5654565759677,1,1,0
2722,56,blue-collar,married,primary,no,2765.0,no,no,cellular,13,apr,270.6901530142051,3,0,0
2723,44,management,divorced,tertiary,no,409.0,yes,no,sending _document,19,may,,1,0,1
2724,36,management,single,tertiary,no,2944.0,no,no,cellular,18,aug,211.2505356186415,8,0,1
2725,35,housemaid,married,primary,no,0.0,no,yes,telephone,9,jul,,1,0,0
2726,51,blue-collar,married,secondary,no,1840.0,yes,no,cellular,18,aug,325.8107405721457,3,0,0
2727,28,blue-collar,married,secondary,no,6.0,yes,no,sending _document,9,may,252.79157616946912,1,0,0
2728,35,management,single,secondary,no,0.0,yes,no,cellular,6,may,283.7830206067642,1,0,0
2729,27,unemployed,single,primary,no,93.0,no,no,sending _document,11,oct,,1,0,0
2730,39,admin.,divorced,secondary,no,7.0,yes,no,cellular,2,feb,320.6412571363449,1,0,0
2731,37,blue-collar,married,primary,no,708.0,yes,no,telephone,2,feb,304.8382776211113,1,0,0
2732,36,admin.,married,tertiary,no,0.0,no,no,cellular,25,nov,,1,2,0
2733,31,management,married,tertiary,no,6138.0,no,no,cellular,19,jun,,5,0,0
2734,35,blue-collar,married,primary,no,0.0,yes,no,sending _document,6,may,367.5160015300621,2,0,1
2735,54,admin.,divorced,secondary,no,-288.0,yes,no,sending _document,27,may,391.51084397916816,2,0,1
2736,50,admin.,married,secondary,no,100.0,yes,no,sending _document,18,jun,461.8414636934306,1,0,1
2737,60,technician,divorced,tertiary,no,-361.0,no,yes,cellular,28,jul,410.33630561843387,6,0,0
2738,44,management,married,tertiary,yes,-11.0,no,no,cellular,26,aug,225.58573076436684,5,0,0
2739,50,retired,married,tertiary,no,4.0,yes,yes,cellular,11,may,,1,0,1
2740,55,unknown,married,unknown,no,666.0,no,no,sending _document,15,may,282.65288956538666,5,0,1
2741,40,services,single,secondary,no,326.0,yes,no,cellular,6,may,236.4191701087599,2,2,0
2742,37,technician,married,tertiary,no,512.0,no,no,cellular,9,jul,,4,0,0
2743,45,technician,married,secondary,no,1412.0,yes,no,cellular,11,may,306.48225569524016,4,0,0
2744,21,student,single,unknown,no,200.0,no,no,sending _document,1,jun,19.038719443648233,1,0,0
2745,33,blue-collar,married,primary,no,827.0,yes,no,cellular,18,may,329.115521926443,4,0,1
2746,64,retired,married,secondary,no,504.0,no,no,cellular,11,aug,348.55742602795556,1,3,0
2747,31,technician,divorced,secondary,no,646.0,yes,no,sending _document,30,may,315.63147186723944,3,0,0
2748,36,blue-collar,married,secondary,no,0.0,no,no,sending _document,14,may,217.44735849336672,6,0,1
2749,33,admin.,married,secondary,no,4012.0,no,yes,cellular,28,jan,255.72629818266884,1,4,0
2750,20,student,single,unknown,no,179.0,no,no,cellular,25,mar,,3,3,0
2751,63,retired,married,secondary,no,4752.0,no,no,cellular,2,sep,362.4872681240995,2,0,1
2752,31,admin.,married,secondary,no,23.0,no,no,cellular,14,jul,235.31077453748904,3,0,0
2753,52,blue-collar,married,secondary,no,5275.0,no,yes,cellular,22,jul,384.24416490638134,3,0,1
2754,42,blue-collar,married,primary,no,869.0,yes,yes,cellular,11,may,417.5358956182063,2,0,0
2755,36,blue-collar,married,secondary,yes,-347.0,yes,yes,sending _document,28,may,489.2021165786446,3,0,1
2756,56,blue-collar,married,primary,no,284.0,no,yes,telephone,3,feb,373.0737573099346,4,4,0
2757,50,blue-collar,married,primary,no,1533.0,yes,no,sending _document,5,may,359.8761003724566,2,0,0
2758,42,admin.,married,secondary,no,3279.0,yes,no,cellular,8,may,346.8295514767287,1,1,0
2759,44,technician,married,secondary,no,5163.0,no,no,cellular,11,aug,,2,0,0
2760,40,management,married,tertiary,no,526.0,yes,no,cellular,20,aug,348.0379902938118,4,0,0
2761,25,technician,married,tertiary,no,839.0,yes,no,cellular,18,may,274.414984456061,3,0,0
2762,35,management,married,tertiary,no,3481.0,no,no,cellular,13,aug,,3,0,0
2763,32,blue-collar,single,secondary,no,218.0,yes,no,cellular,18,may,294.78923625992786,1,0,0
2764,46,housemaid,divorced,secondary,no,154.0,no,no,sending _document,9,jun,290.80170452181954,1,0,1
2765,39,admin.,married,secondary,no,0.0,no,no,cellular,27,jan,225.2367934728831,1,10,1
2766,32,management,single,tertiary,no,26.0,no,no,cellular,10,jul,154.9153225979142,6,0,1
2767,25,services,married,secondary,no,4063.0,yes,no,sending _document,27,may,272.11911506908694,1,0,0
2768,58,blue-collar,divorced,primary,no,8218.0,yes,no,cellular,19,nov,453.60888013340707,2,10,0
2769,26,self-employed,single,secondary,no,551.0,no,no,cellular,8,jul,,1,0,0
2770,31,blue-collar,divorced,secondary,no,-277.0,yes,no,telephone,17,jul,331.4180362615767,2,0,1
2771,36,management,single,tertiary,no,1246.0,no,no,cellular,21,aug,,2,0,0
2772,30,blue-collar,single,secondary,no,144.0,yes,no,cellular,5,feb,293.2406362088868,1,3,0
2773,37,management,single,tertiary,no,35.0,yes,no,cellular,18,jul,298.26547588901093,3,0,1
2774,41,blue-collar,married,secondary,yes,-750.0,yes,yes,cellular,21,jul,426.79612372351744,3,0,0
2775,54,unemployed,single,secondary,no,380.0,no,no,cellular,17,nov,252.53260520265937,2,0,0
2776,40,management,single,tertiary,no,3797.0,no,no,cellular,14,dec,,1,2,0
2777,36,technician,married,secondary,no,-257.0,no,no,cellular,8,jul,,26,0,0
2778,34,admin.,divorced,primary,no,449.0,yes,no,sending _document,9,may,280.0892178702678,2,0,0
2779,35,blue-collar,married,secondary,no,331.0,yes,no,sending _document,17,jun,302.783514498488,3,0,1
2780,50,retired,married,secondary,no,1047.0,no,no,cellular,21,nov,245.9177554749145,5,0,0
2781,30,management,married,tertiary,no,562.0,no,no,cellular,21,aug,174.55047185170895,4,0,1
2782,44,entrepreneur,single,tertiary,no,1136.0,yes,yes,cellular,3,apr,544.1955681875957,2,7,1
2783,47,management,married,tertiary,no,0.0,yes,no,telephone,6,feb,375.18318485466176,4,2,0
2784,28,services,single,secondary,no,129.0,yes,no,cellular,18,may,251.49465546141005,2,0,0
2785,37,services,married,secondary,no,895.0,yes,yes,cellular,4,feb,413.31128536177323,2,1,0
2786,57,unemployed,married,secondary,no,3754.0,no,no,cellular,5,feb,275.309454090655,2,0,1
2787,40,blue-collar,divorced,unknown,no,0.0,no,yes,sending _document,25,jun,237.2053241956102,2,0,0
2788,59,management,divorced,tertiary,no,258.0,yes,no,cellular,20,apr,409.68700363340724,1,1,0
2789,34,technician,married,secondary,no,2726.0,yes,no,cellular,8,apr,308.34961704240754,1,0,0
2790,45,unemployed,divorced,secondary,no,728.0,yes,yes,cellular,18,nov,433.52015414117415,1,0,0
2791,29,management,single,tertiary,no,502.0,no,no,cellular,8,jul,200.2305608954166,1,5,1
2792,27,housemaid,single,primary,no,494.0,no,no,cellular,5,feb,,10,0,0
2793,29,blue-collar,married,secondary,no,177.0,yes,no,sending _document,12,may,275.63190672444546,3,0,0
2794,58,blue-collar,married,primary,no,5445.0,yes,no,cellular,14,apr,420.9950348974088,1,0,0
2795,47,blue-collar,married,secondary,no,2428.0,yes,no,cellular,20,nov,451.8635576174785,6,16,0
2796,32,self-employed,single,tertiary,no,46.0,yes,no,cellular,14,jun,263.7026815127238,2,0,0
2797,31,blue-collar,single,secondary,no,512.0,yes,no,cellular,18,may,319.2808534732062,8,0,0
2798,30,blue-collar,married,secondary,no,5903.0,yes,no,cellular,6,may,333.2345363049757,1,1,0
2799,56,self-employed,married,secondary,no,445.0,no,no,cellular,7,aug,,2,0,0
2800,28,admin.,single,secondary,no,244.0,yes,no,sending _document,9,may,300.75742146987415,3,0,1
2801,45,housemaid,married,secondary,no,16358.0,no,no,telephone,19,nov,225.96261856064194,1,0,0
2802,28,technician,single,tertiary,no,172.0,yes,yes,cellular,2,feb,332.35673319271996,2,0,0
2803,28,technician,single,tertiary,no,386.0,no,no,cellular,25,may,,1,0,0
2804,37,technician,single,tertiary,no,876.0,yes,no,sending _document,23,may,,4,0,1
2805,53,entrepreneur,married,tertiary,no,22370.0,yes,no,sending _document,15,may,317.654975489312,1,0,0
2806,38,blue-collar,single,primary,no,947.0,yes,no,cellular,12,may,310.971658005035,2,0,0
2807,28,technician,single,secondary,no,576.0,yes,yes,sending _document,26,may,400.6758504060575,4,0,1
2808,29,management,single,tertiary,no,4694.0,no,no,cellular,15,jun,,1,0,0
2809,36,admin.,married,secondary,no,0.0,yes,no,cellular,2,feb,262.4103160093168,2,1,0
2810,35,management,married,tertiary,no,4038.0,yes,yes,sending _document,27,may,384.97562184199757,6,0,0
2811,60,admin.,divorced,secondary,no,12039.0,no,no,telephone,8,apr,238.08434005931286,1,0,0
2812,58,self-employed,divorced,tertiary,no,3.0,yes,yes,sending _document,2,jun,507.7193028749609,4,0,0
2813,29,services,married,secondary,no,3.0,yes,no,cellular,10,jul,280.72357492535707,1,0,0
2814,53,blue-collar,married,secondary,no,-8.0,no,no,cellular,5,aug,261.02276080198965,1,0,1
2815,28,blue-collar,married,secondary,no,1134.0,no,no,cellular,9,feb,156.88677199620128,3,0,1
2816,49,admin.,divorced,secondary,no,560.0,yes,no,cellular,25,jul,381.34831919501244,3,0,1
2817,39,management,married,secondary,no,0.0,yes,no,cellular,27,aug,269.59896295250167,3,0,0
2818,29,blue-collar,married,primary,no,459.0,yes,yes,cellular,17,apr,422.1623846841525,3,1,1
2819,49,housemaid,married,primary,no,78.0,no,no,telephone,10,jul,226.67746378737593,1,0,0
2820,49,blue-collar,married,secondary,no,4259.0,no,no,cellular,19,nov,234.14542036297843,3,7,0
2821,50,blue-collar,married,primary,no,14.0,yes,yes,sending _document,26,may,498.3112303848872,1,0,1
2822,29,blue-collar,married,secondary,no,210.0,no,yes,cellular,22,jul,234.70824297509216,1,0,0
2823,58,admin.,married,secondary,no,1455.0,yes,no,cellular,21,jul,356.0334895364566,1,0,0
2824,48,technician,married,secondary,no,1152.0,yes,no,cellular,21,jul,348.16885489442,5,0,0
2825,59,blue-collar,married,primary,no,14.0,yes,yes,sending _document,20,may,,1,0,1
2826,41,admin.,married,secondary,no,1021.0,no,no,cellular,2,jun,,1,0,0
2827,42,technician,single,tertiary,no,166.0,no,no,cellular,12,aug,,4,0,0
2828,33,management,married,secondary,no,180.0,yes,no,cellular,18,may,321.38099058981084,2,0,0
2829,38,services,single,secondary,no,7695.0,yes,no,sending _document,14,may,330.24802084973953,2,0,0
2830,34,management,single,tertiary,no,966.0,yes,no,cellular,21,nov,353.632826303767,1,3,0
2831,39,blue-collar,single,secondary,no,1967.0,no,no,sending _document,18,jun,,9,0,0
2832,58,retired,married,primary,no,657.0,yes,no,sending _document,12,jun,442.4934392865475,2,0,0
2833,31,management,married,tertiary,no,271.0,no,no,cellular,18,nov,,1,0,0
2834,59,retired,married,primary,no,94.0,no,no,cellular,12,aug,222.29740907452955,2,0,0
2835,31,admin.,single,secondary,no,862.0,yes,no,cellular,15,may,364.3388399855277,2,0,1
2836,53,technician,divorced,secondary,no,394.0,no,no,cellular,25,aug,222.0381681639584,5,0,0
2837,38,technician,married,secondary,no,976.0,yes,no,cellular,14,jul,267.7257416438333,3,0,0
2838,32,admin.,single,secondary,no,1649.0,no,no,cellular,27,may,,2,0,0
2839,34,admin.,single,tertiary,no,3092.0,no,no,cellular,19,nov,,1,0,0
2840,34,management,married,tertiary,no,2611.0,no,no,cellular,7,aug,,8,0,0
2841,30,admin.,single,tertiary,no,5.0,no,yes,cellular,11,jul,242.12140084180484,1,0,0
2842,30,technician,single,secondary,no,151.0,no,no,cellular,3,feb,,2,0,0
2843,35,blue-collar,married,secondary,no,0.0,yes,yes,cellular,20,apr,516.5939345044142,3,0,1
2844,47,unemployed,married,secondary,yes,0.0,no,no,cellular,18,nov,230.56995734361135,2,0,0
2845,42,self-employed,single,secondary,no,924.0,no,no,cellular,2,feb,,1,0,0
2846,44,blue-collar,married,primary,no,0.0,yes,no,cellular,30,jul,284.6534132318747,2,0,0
2847,37,blue-collar,married,unknown,no,722.0,yes,no,cellular,17,apr,383.307051362298,1,3,1
2848,47,entrepreneur,married,secondary,no,8480.0,no,no,cellular,29,aug,,9,0,0
2849,23,technician,single,secondary,no,4659.0,yes,no,cellular,7,may,227.80981141317898,1,4,0
2850,34,management,single,tertiary,no,318.0,yes,no,sending _document,9,may,280.61801240677715,2,0,0
2851,56,blue-collar,divorced,secondary,no,9698.0,yes,no,cellular,20,apr,406.23684696311346,2,0,0
2852,47,management,single,tertiary,no,512.0,no,no,cellular,15,jul,,2,0,0
2853,33,technician,married,tertiary,no,8023.0,no,no,cellular,30,nov,,1,3,0
2854,33,services,married,secondary,no,288.0,yes,no,cellular,17,apr,269.8282328548549,1,0,0
2855,35,management,single,secondary,no,1048.0,no,no,cellular,22,aug,,2,0,0
2856,33,management,single,tertiary,no,48.0,yes,no,cellular,19,nov,253.61278200579073,5,0,0
2857,49,management,married,tertiary,no,629.0,no,no,cellular,19,aug,,4,0,0
2858,30,management,single,tertiary,no,61.0,yes,no,telephone,5,may,325.0532946248087,7,5,1
2859,36,management,married,tertiary,no,6641.0,no,no,cellular,30,jul,,4,0,0
2860,43,unemployed,married,secondary,no,0.0,yes,no,sending _document,6,may,327.4907197061661,2,0,0
2861,58,blue-collar,married,primary,no,23.0,yes,no,sending _document,20,may,432.7225112935657,6,0,1
2862,38,services,single,secondary,no,322.0,yes,no,sending _document,26,may,,1,0,1
2863,46,services,married,secondary,no,457.0,yes,yes,sending _document,20,jun,,1,0,1
2864,38,technician,married,secondary,no,59.0,yes,no,sending _document,19,may,329.4123852090594,1,0,1
2865,52,blue-collar,married,unknown,no,51.0,no,no,cellular,14,aug,,2,0,0
2866,59,retired,married,secondary,no,1035.0,yes,yes,cellular,5,aug,458.82988651607224,1,0,0
2867,32,unemployed,married,secondary,no,262.0,no,no,cellular,29,jan,,1,0,0
2868,34,management,single,tertiary,no,-292.0,yes,no,cellular,19,aug,320.2584204482993,6,0,0
2869,56,management,divorced,tertiary,yes,-1968.0,no,no,sending _document,20,jun,,3,0,0
2870,40,admin.,single,secondary,no,178.0,yes,no,cellular,7,may,,1,0,1
2871,48,entrepreneur,divorced,tertiary,no,275.0,no,yes,sending _document,5,jun,357.2928924261127,1,0,0
2872,23,student,single,secondary,no,287.0,no,no,telephone,3,mar,,3,1,0
2873,60,retired,divorced,secondary,no,496.0,yes,no,cellular,15,may,,2,0,1
2874,25,services,single,secondary,no,229.0,yes,no,sending _document,2,jun,312.6020421487562,2,0,1
2875,52,unemployed,married,primary,no,1724.0,no,no,cellular,29,jan,,1,0,0
2876,52,unemployed,married,secondary,no,32.0,yes,no,sending _document,29,may,441.3336429622081,5,0,1
2877,53,management,married,tertiary,no,2578.0,no,no,cellular,4,aug,216.9360779995754,2,0,0
2878,46,admin.,married,unknown,no,2033.0,no,no,cellular,24,feb,,2,5,0
2879,41,services,married,secondary,no,890.0,yes,no,sending _document,14,may,337.0572478927012,1,0,0
2880,26,management,single,secondary,no,609.0,yes,no,cellular,21,jul,253.63692842866672,1,0,0
2881,32,admin.,divorced,secondary,no,335.0,yes,no,sending _document,21,may,286.60672825808547,2,0,0
2882,38,technician,single,secondary,no,615.0,yes,no,sending _document,2,jun,409.6603923448911,1,0,1
2883,51,self-employed,married,primary,no,183.0,no,yes,cellular,7,aug,399.3602103244166,2,0,1
2884,42,admin.,married,secondary,no,-150.0,no,yes,cellular,8,jul,293.40880370705923,3,0,0
2885,50,admin.,single,secondary,no,5816.0,yes,no,telephone,12,may,399.9828604869903,1,2,0
2886,30,management,married,tertiary,no,4874.0,yes,no,cellular,25,aug,336.62697244789774,10,0,0
2887,30,technician,single,secondary,yes,-305.0,no,yes,cellular,18,nov,303.4215698097516,1,6,0
2888,34,services,married,secondary,no,196.0,no,no,cellular,6,feb,,3,0,0
2889,40,technician,married,secondary,no,40.0,yes,no,cellular,21,nov,354.97820470703994,1,0,0
2890,24,blue-collar,single,secondary,no,1421.0,yes,no,cellular,18,may,274.28474015199157,2,0,0
2891,51,blue-collar,married,primary,no,3170.0,yes,no,sending _document,29,may,,1,0,1
2892,49,admin.,divorced,secondary,no,2169.0,yes,no,sending _document,30,jun,385.08087380505617,3,0,1
2893,57,technician,divorced,secondary,no,1168.0,no,no,sending _document,20,jun,219.84469917766168,5,0,0
2894,51,services,married,secondary,no,122.0,no,yes,cellular,6,aug,344.9730306341618,2,0,0
2895,41,blue-collar,married,primary,no,1172.0,yes,no,sending _document,15,may,327.6563555011863,1,0,0
2896,30,technician,single,secondary,no,958.0,no,no,cellular,8,aug,,2,0,0
2897,36,management,single,tertiary,no,811.0,no,no,cellular,6,mar,144.30505716502108,1,0,0
2898,27,entrepreneur,married,secondary,no,97.0,yes,yes,cellular,18,may,442.54724669935615,3,0,1
2899,58,self-employed,married,secondary,no,0.0,yes,no,telephone,3,feb,442.1168487033522,3,9,1
2900,35,services,married,secondary,no,341.0,yes,no,cellular,14,may,260.1884907065549,1,0,0
2901,32,services,divorced,secondary,no,5267.0,yes,no,cellular,21,nov,319.83713858956975,1,2,0
2902,40,management,married,tertiary,no,1666.0,yes,no,cellular,28,aug,380.5840055246002,4,0,1
2903,36,technician,single,secondary,no,12264.0,no,no,cellular,11,oct,182.47908054583309,1,2,1
2904,38,services,divorced,secondary,no,61.0,no,no,sending _document,5,jun,209.91874312250513,1,0,1
2905,46,blue-collar,married,primary,no,346.0,yes,no,sending _document,15,may,,1,0,1
2906,55,technician,married,primary,no,202.0,no,yes,sending _document,19,jun,263.04058293361425,1,0,0
2907,54,technician,married,secondary,no,449.0,no,yes,cellular,16,apr,347.1577861372217,2,0,1
2908,18,student,single,unknown,no,35.0,no,no,telephone,21,aug,,2,0,0
2909,31,technician,single,tertiary,no,4561.0,yes,no,cellular,15,may,253.04305295401218,1,2,0
2910,33,technician,divorced,secondary,no,751.0,yes,no,cellular,18,nov,261.727714729454,1,0,0
2911,40,unemployed,married,primary,no,1908.0,yes,no,cellular,5,feb,363.2591827479818,2,0,1
2912,33,blue-collar,married,secondary,no,780.0,yes,no,cellular,13,may,292.51866617070596,2,0,0
2913,24,blue-collar,single,unknown,no,431.0,yes,no,sending _document,3,jun,320.840458539139,12,0,1
2914,41,unemployed,married,primary,no,101.0,yes,no,cellular,11,may,271.4128674942256,1,0,0
2915,31,blue-collar,married,primary,no,290.0,yes,no,cellular,28,jul,393.4775420977759,3,0,1
2916,30,management,single,secondary,no,7870.0,yes,no,cellular,28,aug,312.39305743233587,7,0,1
2917,28,self-employed,single,tertiary,no,5215.0,no,no,cellular,2,jun,,1,0,0
2918,41,blue-collar,married,secondary,no,1219.0,yes,no,cellular,11,may,334.78851923876385,1,0,0
2919,47,management,divorced,tertiary,no,313.0,yes,no,sending _document,6,jun,423.0660115617094,7,0,1
2920,34,blue-collar,married,secondary,no,965.0,yes,no,cellular,20,apr,303.7811694170079,2,2,0
2921,36,unemployed,single,secondary,no,605.0,no,no,cellular,30,jan,,2,0,0
2922,50,housemaid,single,unknown,no,0.0,no,no,telephone,28,jul,,8,0,0
2923,39,entrepreneur,married,secondary,no,156.0,no,yes,sending _document,17,jun,331.8843905268134,2,0,1
2924,44,entrepreneur,married,secondary,no,-165.0,yes,yes,sending _document,4,jun,412.4442065400835,2,0,0
2925,27,services,single,secondary,no,353.0,yes,no,cellular,15,may,330.2586397247009,1,0,1
2926,29,management,single,tertiary,no,502.0,no,no,cellular,12,apr,,2,3,0
2927,56,admin.,married,secondary,no,11.0,no,no,sending _document,13,may,219.29673223799273,3,0,1
2928,38,admin.,single,secondary,no,623.0,yes,yes,sending _document,29,may,527.549816177179,1,0,0
2929,24,services,single,secondary,no,281.0,yes,no,cellular,8,may,248.58446845305664,2,3,0
2930,27,services,single,secondary,no,3791.0,yes,no,sending _document,28,may,259.52528530213414,1,0,0
2931,33,blue-collar,married,secondary,no,308.0,yes,no,cellular,13,may,266.9718560877724,2,0,0
2932,46,unknown,married,primary,no,449.0,no,no,sending _document,19,jun,244.43774201049337,14,0,0
2933,67,retired,married,secondary,no,1146.0,no,no,cellular,13,nov,292.2442980469868,1,2,1
2934,47,blue-collar,married,primary,no,159.0,yes,no,sending _document,13,may,,2,0,1
2935,42,blue-collar,married,secondary,no,680.0,yes,no,cellular,15,may,,4,2,1
2936,28,housemaid,single,secondary,no,781.0,yes,no,cellular,17,apr,288.4682498553618,1,0,0
2937,28,admin.,single,tertiary,no,313.0,no,yes,cellular,26,jul,244.139585954182,2,4,0
2938,35,blue-collar,single,primary,no,3751.0,no,no,sending _document,16,jun,,1,0,0
2939,57,blue-collar,married,primary,no,47.0,no,yes,sending _document,3,jul,322.9880906478506,1,0,0
2940,38,technician,single,secondary,no,884.0,yes,yes,cellular,19,nov,,1,2,1
2941,60,blue-collar,married,primary,no,38.0,yes,no,cellular,15,may,416.78164062927107,11,1,1
2942,53,services,married,secondary,no,10749.0,yes,no,sending _document,14,may,,1,0,1
2943,35,unemployed,married,secondary,no,533.0,yes,no,sending _document,6,may,299.9436137094221,1,0,0
2944,46,blue-collar,single,secondary,no,332.0,no,no,cellular,30,jan,239.24588149480496,4,0,1
2945,24,student,single,secondary,no,8165.0,no,no,cellular,15,sep,,1,0,0
2946,42,management,married,tertiary,no,1205.0,no,no,telephone,15,mar,231.38758625435537,1,2,0
2947,32,technician,married,tertiary,no,0.0,yes,no,cellular,19,nov,334.3427973654204,4,0,1
2948,56,management,divorced,tertiary,no,975.0,yes,no,sending _document,16,may,424.9249381362303,4,0,1
2949,52,blue-collar,married,primary,no,238.0,yes,no,sending _document,15,may,374.2924685725699,5,0,0
2950,52,unemployed,married,tertiary,no,2133.0,no,yes,cellular,18,jul,328.04481998489405,1,0,1
2951,33,self-employed,single,tertiary,no,658.0,yes,no,cellular,12,apr,239.03573619757492,1,2,0
2952,75,admin.,married,unknown,no,1093.0,no,no,cellular,22,apr,266.04678793636685,1,0,0
2953,49,management,divorced,tertiary,no,300.0,no,no,cellular,21,jul,189.17757066801198,1,0,1
2954,28,student,single,secondary,no,29.0,no,yes,cellular,6,feb,,1,0,0
2955,30,technician,single,tertiary,no,0.0,no,no,cellular,22,aug,,2,0,0
2956,59,retired,married,secondary,no,19.0,no,yes,cellular,19,aug,467.3502517885162,3,0,1
2957,30,blue-collar,married,secondary,no,9.0,yes,no,sending _document,20,may,315.55732057009527,1,0,1
2958,40,technician,single,secondary,no,159.0,yes,no,sending _document,18,nov,373.90894590227856,1,0,0
2959,56,management,divorced,tertiary,no,1263.0,yes,no,cellular,13,may,397.91909347658554,1,0,0
2960,49,services,married,secondary,no,725.0,no,yes,sending _document,14,jul,335.20064976684216,1,0,1
2961,30,technician,married,secondary,no,1211.0,yes,no,cellular,18,may,287.34878918265787,1,0,0
2962,54,housemaid,married,secondary,no,1182.0,yes,no,cellular,6,may,402.13216636520673,2,2,1
2963,49,admin.,divorced,secondary,yes,2405.0,yes,no,cellular,23,jul,365.3337297103454,8,0,0
2964,52,technician,married,unknown,no,370.0,yes,no,cellular,15,jul,402.13954417593584,2,0,1
2965,54,blue-collar,married,primary,no,258.0,no,no,telephone,25,may,228.60575475236723,1,1,0
2966,52,entrepreneur,divorced,tertiary,no,199.0,yes,yes,sending _document,12,jun,429.03899961449923,2,0,0
2967,28,services,single,secondary,no,6332.0,yes,no,sending _document,29,may,337.06406033883457,4,0,1
2968,31,technician,married,secondary,no,-292.0,yes,yes,sending _document,3,jun,430.7761794097783,1,0,1
2969,34,management,married,tertiary,no,62.0,no,no,cellular,7,aug,,2,0,0
2970,79,retired,married,secondary,no,2354.0,no,no,telephone,7,aug,357.67145639398063,2,0,0
2971,53,blue-collar,married,secondary,no,136.0,yes,no,sending _document,15,may,,1,0,1
