id,fiber_optic_internet,care_services,contract_2_years,family_discount,online_application,tenure,churn
7782172825,0,1,1,1,0,61,0
5857133845,1,1,0,1,0,8,0
4854448658,1,1,0,1,0,18,1
1258369148,1,0,0,0,1,6,1
4850533243,1,0,1,0,0,38,0
1746462351,1,0,0,0,0,22,0
8605056865,0,0,0,0,0,35,1
4572247145,0,1,1,1,0,53,0
1515221053,0,0,0,0,1,14,1
6113465934,1,1,0,0,0,25,0
7417596832,1,0,0,0,0,29,1
1056598356,0,0,0,0,1,16,1
6351303951,1,0,0,0,1,2,1
3855476465,0,0,0,0,1,3,1
8795252049,1,1,1,1,0,72,0
2206148561,1,0,1,0,0,23,1
8359593239,0,1,1,1,0,56,0
1933472543,1,1,1,1,0,71,0
8046325725,1,1,1,1,0,68,0
3197165355,1,1,0,0,1,35,0
2239327745,0,1,1,1,0,49,0
4538372525,0,0,0,0,0,57,1
8880146363,1,0,1,0,0,23,0
7618169745,0,0,1,0,0,66,1
5626554124,0,0,0,0,1,3,1
8861654048,1,0,0,0,0,31,0
6597217751,1,0,1,0,0,50,1
4242363456,0,1,1,1,0,60,0
4871356265,0,0,0,0,0,14,1
5089014832,1,0,0,0,1,1,1
1782311649,1,1,1,1,0,69,0
8045288361,1,0,0,0,0,1,1
1059025431,1,0,1,0,0,32,0
4666432663,1,1,1,1,0,54,0
1442244544,1,0,0,0,0,11,1
5659654737,1,1,1,0,0,18,0
6230436054,0,0,0,0,1,24,1
6871062926,0,0,0,0,0,49,1
7400249149,1,1,1,0,0,38,0
8153373465,1,1,1,0,1,24,0
8958410853,1,1,1,1,0,51,0
5066253636,1,1,1,1,0,70,0
4849287164,0,0,0,0,1,22,1
4529263323,1,0,0,1,0,36,0
2653467627,0,0,0,0,1,24,1
7934238447,1,0,0,0,1,1,1
4260476645,1,0,1,0,0,44,1
5510108029,0,0,0,0,1,2,1
6474664352,1,0,0,0,0,29,0
4116291739,0,0,0,0,1,9,1
2649144540,1,1,0,0,0,6,0
1020523426,0,0,0,0,1,20,1
8693487543,1,0,1,1,0,66,1
6592317544,1,1,0,1,0,27,1
3827507922,1,1,1,0,0,45,1
5084673737,1,0,0,0,0,4,1
5543026130,1,0,0,0,1,3,1
6788638930,1,1,1,1,0,54,0
5558514240,1,1,1,1,0,62,0
5840283437,1,1,0,1,0,41,0
6395504165,1,1,1,1,0,54,0
4217036154,1,1,0,0,0,5,0
5967113726,1,0,0,1,0,13,1
7507100455,0,0,0,0,1,18,1
2248346430,0,0,0,0,1,15,0
3911475934,0,0,1,1,0,71,1
4671139735,0,0,0,0,0,4,1
7915159137,0,0,0,0,1,2,1
5275298161,0,0,0,1,0,35,0
5909636759,0,0,0,0,0,1,1
5009354722,0,0,1,1,0,68,1
2024585135,1,1,1,1,0,71,0
2537378337,0,0,0,1,0,54,1
5409444936,1,1,1,1,0,68,0
6958075429,0,0,0,0,1,20,1
7385407742,0,0,1,0,0,68,1
7576180323,0,0,0,0,1,1,1
5045384122,1,1,0,0,0,10,0
3835460140,1,1,1,1,0,55,0
5799589522,1,1,1,1,0,52,0
5247693445,1,1,0,0,0,3,0
2083178064,1,1,0,0,0,4,1
7773579945,1,1,1,1,0,57,0
7670075853,0,0,1,1,0,72,1
3726673442,1,1,0,0,1,10,0
3166406646,0,0,0,0,1,9,1
3155441537,0,0,1,0,0,30,0
4026693345,1,0,0,0,0,1,1
3339579164,1,0,0,0,1,13,1
2271385235,1,0,1,0,0,47,1
4425590061,1,1,0,0,0,1,1
4194300024,0,0,0,0,0,1,1
8730628424,0,0,1,0,1,39,0
3573564937,0,0,0,0,1,18,1
4640694632,1,1,1,1,0,67,0
7262106563,0,0,0,0,1,24,0
5572615461,1,1,1,1,0,60,0
7113372659,0,0,0,0,1,2,1
1928505540,1,0,0,0,0,39,1
3145497558,0,0,1,0,0,61,1
1586653825,1,0,0,0,1,24,1
2286331250,1,0,1,0,0,26,0
2838491062,1,1,0,0,0,15,1
8910291362,1,1,1,1,0,68,0
2276388063,1,1,1,1,0,72,0
6915448343,1,1,1,1,0,54,0
7162228527,1,1,1,1,0,72,0
3472456840,1,1,0,0,0,4,0
8926696150,0,0,0,0,0,18,1
4098489363,0,0,0,0,0,37,1
2838034154,1,0,0,0,0,32,0
6560525548,1,1,1,1,0,55,0
1214695627,1,1,1,1,0,50,0
2026358559,1,1,1,1,0,50,0
4174189430,0,0,0,0,1,5,1
4030051851,0,0,0,0,0,27,1
7994260337,0,0,0,0,1,1,1
7278402436,1,0,0,0,0,5,1
6603171740,0,0,0,0,0,9,1
7548019253,0,0,0,0,1,6,1
1052001665,1,1,1,1,0,69,0
6089020722,1,1,1,1,0,72,0
6275690222,0,0,0,0,1,9,0
3923260649,1,0,0,0,0,39,1
4822406422,0,0,0,0,0,55,1
3799257424,0,0,0,0,0,31,1
1611019543,1,1,1,1,0,59,0
8295618960,1,0,0,0,0,17,1
6090141064,0,0,0,0,1,35,0
3910463461,1,0,0,0,0,1,0
2800256338,0,0,1,0,0,60,1
2009138747,0,0,0,0,1,29,0
4117291739,0,0,0,0,1,9,1
5694393359,0,0,0,0,1,1,1
3256545227,1,1,0,1,0,34,1
2439367325,1,0,0,0,1,16,0
8409042144,1,1,0,0,0,5,0
6214702859,1,0,1,0,0,24,0
2329078361,1,1,1,1,0,63,0
4961628327,1,0,1,1,0,59,0
7188287650,0,0,0,0,0,12,0
4652492944,0,0,0,0,0,45,1
8732653561,1,0,1,1,0,62,0
8047325725,1,0,1,1,0,68,0
3753231436,1,0,1,1,0,71,0
3372120640,0,0,1,0,0,56,1
4096622151,1,0,1,1,0,72,0
6879128751,1,0,1,1,0,72,1
5149559851,1,0,1,0,0,15,0
8149397859,1,1,1,1,0,72,1
7049378437,1,1,0,0,0,9,0
6317424432,1,0,1,1,0,63,0
5954513325,0,0,0,0,1,1,0
5354605722,1,1,1,1,0,59,0
8841316822,0,0,0,0,0,25,1
1918185930,1,1,1,0,0,6,1
4169479360,0,0,0,0,1,1,1
3164567148,0,0,0,0,1,8,1
3624228841,1,0,1,1,0,54,0
4814692257,1,0,0,0,0,10,0
1184394954,1,0,0,0,1,29,0
2661676126,1,1,0,0,1,31,0
8517224453,1,0,0,0,0,30,0
1937555956,1,0,1,1,0,49,0
6773189035,1,0,0,0,1,46,0
8786411352,1,1,1,0,0,35,0
3469470949,1,0,1,1,0,66,0
4732104563,1,0,0,0,0,3,1
4199049845,1,0,0,0,1,5,1
3454275148,1,1,0,0,1,46,0
8819485443,1,0,1,1,0,48,0
7451382323,0,0,0,0,0,43,1
3924130760,0,0,0,0,0,34,1
2744035728,1,0,0,0,1,16,0
7654043448,1,0,0,0,0,12,1
3961038629,1,1,0,0,0,11,1
2926094556,0,0,0,0,0,32,0
7409284830,1,0,1,1,0,66,0
3447065139,0,0,0,0,0,1,1
2878423545,1,0,0,0,0,22,1
2202370023,1,0,1,1,0,69,0
6704482737,1,1,1,1,0,67,0
4361126441,1,0,1,1,0,64,0
6175629754,0,0,0,0,0,26,1
3501263162,1,1,1,1,0,63,0
7816292639,1,1,0,1,0,31,1
1100645323,1,0,1,1,0,49,0
6388102227,0,0,0,0,0,37,0
5571177226,1,1,1,1,0,72,0
7058424335,1,0,1,0,0,10,1
1376545364,1,0,1,1,0,62,0
3525102826,1,0,1,1,0,50,0
1939222146,1,0,1,0,1,33,0
2950088238,1,0,1,1,0,67,0
3809334862,0,0,0,0,0,12,1
3942177563,0,0,0,0,1,2,0
3550280965,1,1,1,1,0,68,0
2204243761,0,0,0,0,0,2,0
3431318963,1,1,0,1,0,3,0
6852124645,1,0,0,0,0,1,1
6106358322,1,0,0,0,0,9,0
7893372447,1,1,1,1,0,62,0
4467155337,1,0,0,0,1,12,0
2513670343,0,0,0,0,1,28,0
4233502628,1,1,0,0,0,1,0
1011008965,1,1,0,1,0,46,0
7663562149,1,1,0,0,0,1,1
8839484455,0,0,0,0,1,3,1
6898028554,0,0,0,0,0,18,1
3365568255,1,0,1,1,0,72,0
7619173146,0,1,1,1,0,72,1
5239435226,1,0,1,0,1,13,0
4866287958,1,1,1,1,0,68,0
4917045043,1,0,1,1,0,72,0
5343315545,0,0,0,0,1,3,0
5099405136,1,1,1,1,0,72,0
3531604064,0,1,0,0,0,29,1
3734437348,1,0,1,1,0,68,0
6767401951,0,0,0,0,0,4,1
4245375850,0,0,0,0,1,4,1
7781524059,1,1,0,1,1,12,0
8210210132,0,0,0,0,1,3,1
5988196222,1,0,0,0,0,24,0
8837666241,1,0,1,1,0,59,0
4673109742,1,1,0,0,1,15,0
4665432663,1,0,1,1,0,54,0
5281351049,1,0,0,0,0,17,1
3628456242,1,0,0,0,0,22,1
3492288841,1,1,0,0,0,1,1
2603528756,1,0,1,1,0,50,0
3642517539,1,1,1,0,0,12,0
3694059033,1,0,1,1,0,72,0
2645282032,1,1,1,1,0,63,0
3047688562,1,0,1,1,0,54,0
4014446750,1,0,1,1,0,57,0
8583569349,1,0,0,0,0,15,0
7367099025,1,1,0,1,0,22,0
8285641933,1,1,0,1,0,41,0
1455394250,1,0,1,1,0,56,0
5474111633,1,0,1,1,0,70,0
2738385038,1,0,1,1,0,61,0
5625427436,1,1,1,1,0,64,1
4863487363,1,1,1,1,0,50,0
7250426823,1,1,1,0,0,45,0
2189003142,0,1,1,1,0,71,1
1023056542,1,0,1,1,0,71,0
1574112129,1,0,0,0,0,12,1
8454506139,1,1,1,1,0,71,0
5815321622,1,0,1,1,0,70,0
2617186148,1,0,1,1,0,48,0
4708358233,0,0,0,0,0,9,1
5137677434,1,1,0,0,0,19,0
1014353133,0,0,0,0,0,1,0
6123304144,1,0,1,1,0,48,0
3897273738,0,0,0,0,1,5,1
4062411658,1,0,1,1,0,53,0
4995279934,1,1,0,1,0,43,0
6388386064,1,1,0,1,0,19,0
5733147038,0,0,0,0,0,45,0
1115506636,1,0,1,0,0,22,0
6493698057,0,0,0,0,1,36,0
8484053649,1,0,1,1,0,63,0
1263029560,1,1,0,0,0,12,0
2654031625,0,1,1,0,0,51,1
3046514548,1,1,1,1,0,55,0
3056154254,1,1,1,1,0,60,0
5964416846,1,1,0,0,0,37,1
8683614634,0,1,1,1,0,72,1
7375275644,1,1,1,0,0,26,0
5793537951,1,0,0,0,1,4,1
6945530533,0,1,0,0,0,56,1
6177490644,1,0,0,1,0,14,1
5927405939,1,1,0,0,0,1,1
1760175356,1,0,1,1,0,54,0
1195020047,1,1,0,0,0,1,0
8419469061,1,1,1,1,0,72,0
2711158754,1,1,0,0,0,17,0
4430678326,1,1,1,1,0,72,0
5229367754,0,0,0,0,1,1,1
5601420261,1,1,1,1,0,69,0
8576492743,1,1,1,1,0,72,0
4168638133,1,1,1,1,0,58,0
5673017445,0,1,1,0,0,53,1
7691377648,1,1,1,0,0,29,0
6607395254,0,0,0,0,0,16,1
6136496762,0,0,0,0,0,3,1
2453317359,1,1,1,1,0,72,1
5270001353,0,1,1,0,0,58,1
5770251934,1,1,0,1,0,47,0
2569481650,0,0,0,0,1,1,1
1325138550,0,1,0,0,0,34,1
3917539230,0,0,0,0,0,33,0
7720070644,1,1,1,1,0,65,1
7118280261,1,1,1,1,0,58,0
4052012938,0,1,0,0,0,1,0
1189394339,1,0,0,0,0,18,0
7831211765,0,1,0,0,0,1,0
3386131255,0,1,0,1,0,11,0
3515689943,0,0,0,0,0,1,0
2740399453,0,0,0,0,1,39,0
1689619935,0,1,0,0,0,46,1
4037414722,1,1,1,0,0,27,0
1460034348,1,1,1,1,0,66,0
7251440137,1,1,1,1,0,72,0
8508361023,0,1,0,0,0,26,1
1957066045,0,0,0,0,0,4,1
4782612438,1,1,1,1,0,67,0
6056133538,0,1,0,0,0,1,1
5421287357,0,1,1,0,0,61,1
1193368646,1,0,1,0,0,40,0
4258362661,0,0,0,0,1,1,1
3172505863,1,1,1,0,0,33,0
7912329641,1,1,1,0,0,33,0
1610653458,0,0,0,0,0,15,1
6210398761,1,1,1,1,0,70,1
2725334944,1,0,1,1,0,54,0
2247346430,0,0,0,0,1,15,0
6809120059,1,1,1,1,0,60,0
8438489443,0,0,0,0,1,1,1
8956382665,1,1,1,0,0,51,1
7064302564,1,0,1,0,0,23,1
6811248930,0,0,0,0,1,6,0
4589351435,0,1,0,0,0,43,1
3411633853,0,0,0,0,0,1,1
6271058934,1,1,1,1,0,71,0
3298675539,1,1,1,1,0,69,0
8884091746,0,0,0,0,1,26,0
6246626961,0,1,0,0,0,2,1
1974070139,0,1,0,0,1,35,1
4907681722,1,1,1,1,0,60,0
7661463556,1,1,1,1,0,65,1
6937367851,1,1,1,1,0,71,0
7397120931,0,0,0,0,1,7,0
1368287861,0,0,0,0,1,11,0
7189287650,0,0,0,0,0,12,0
3233499751,1,1,1,1,0,64,0
8128315934,0,0,0,0,1,39,0
2045238864,0,0,0,0,0,20,0
6993242753,0,0,0,0,0,2,1
3012703126,0,0,0,0,0,4,1
6479668347,1,0,0,0,0,41,0
4009385824,0,1,0,0,1,30,1
7101186939,1,1,1,1,0,72,0
2494482548,1,0,1,0,0,32,0
1117384035,0,0,0,0,1,8,0
3716526062,1,1,1,1,0,69,1
7804460741,0,1,0,0,0,7,0
1836597330,1,1,0,1,0,38,0
5298544957,0,0,0,0,0,11,0
1623470448,1,1,1,0,0,32,0
4587213034,0,1,0,0,0,1,0
2856626538,0,0,0,0,1,2,1
1512076333,1,1,1,1,0,65,0
1902226234,0,1,1,0,0,52,1
5119263057,0,0,0,0,1,1,1
2110337763,1,1,1,1,0,72,0
4689406823,0,1,1,0,1,58,1
1029009438,1,1,1,1,0,65,0
1899538737,0,0,0,0,0,5,1
6578678929,1,1,1,1,0,70,0
2662644141,0,1,0,0,0,1,1
1634688736,1,1,1,0,0,62,1
2954373131,0,1,1,0,0,8,0
8766549233,1,1,1,1,0,60,0
6460094951,0,0,0,0,1,8,1
2935230625,1,1,1,1,0,72,0
7216625449,0,0,1,0,0,45,0
5502488858,0,0,0,0,1,44,0
6261621643,1,0,1,1,0,51,0
6408400748,0,0,0,0,0,2,0
5528561843,0,0,0,0,0,11,1
3775154161,1,1,1,1,0,63,0
5864691853,1,0,1,1,0,48,0
6456077364,0,1,1,0,1,33,1
2301234532,0,1,1,1,0,72,1
5216393844,0,1,1,0,0,9,1
5730361349,1,0,0,0,1,47,0
3776091842,0,0,1,0,0,21,0
5863691853,1,0,1,1,0,48,0
5965416846,1,1,0,0,0,37,1
2788250952,1,1,1,1,0,52,0
2089534258,1,0,1,1,0,53,0
4023246739,0,1,0,0,0,53,1
7942296760,1,1,1,1,0,59,0
2544291656,1,1,1,1,0,72,1
2836146044,0,0,0,0,0,9,0
6732039047,0,0,0,0,1,1,0
5033301749,0,1,0,0,0,5,0
8391520533,1,1,1,1,0,72,0
7836174260,1,1,1,1,0,72,0
2432364530,1,1,1,1,0,71,0
1250016657,1,1,1,1,0,69,0
5761126632,1,1,1,1,0,62,0
7491122837,1,0,0,0,0,20,0
8476484846,0,1,1,1,0,64,1
4122027454,0,0,0,0,1,20,0
6579022053,0,0,0,0,0,8,0
3169607356,0,0,0,0,0,1,0
7368683965,0,0,0,0,0,30,0
7652079756,0,1,0,0,1,1,1
1454177965,0,0,0,0,1,1,1
4590020946,0,0,0,0,1,19,1
8326032048,0,1,0,0,0,35,1
1488347164,1,1,1,0,0,65,0
2330099433,0,0,0,0,0,34,1
7098570527,1,0,0,1,0,49,1
8357607649,0,0,0,0,0,36,0
8748409252,0,1,0,0,0,1,1
2505445646,0,0,0,0,1,1,1
2187643243,0,0,0,0,1,32,0
3350303665,0,1,1,1,0,71,1
4226044426,1,0,0,0,1,18,1
2069040322,0,1,1,0,0,69,1
1682495229,0,1,0,0,0,1,1
8103179022,1,1,1,1,0,71,0
8723419138,0,0,0,0,1,22,0
1100508826,1,1,1,0,0,55,0
5937009653,0,0,0,0,1,12,1
4328269745,1,1,1,0,0,61,1
4275658154,1,1,1,1,0,68,1
1322597039,0,0,0,0,0,46,0
8665101945,1,0,1,0,0,28,1
4055505763,0,0,0,0,0,2,1
4007047739,1,0,0,0,1,35,0
7291629335,1,1,1,0,1,67,1
8043648536,1,0,1,0,1,17,0
8686665264,0,0,0,0,1,1,1
4504061947,0,0,0,0,0,7,1
4768273249,1,1,1,0,0,60,0
4898591049,1,1,1,1,0,59,1
2564420342,1,0,0,0,0,44,1
8883281936,1,1,0,1,0,39,0
2607568862,1,0,0,0,1,22,1
5998686359,1,1,1,1,0,68,0
8711630458,0,0,1,0,0,54,1
6338665831,1,0,0,0,1,27,0
8210220062,0,1,1,0,1,67,1
1699013964,1,1,1,1,0,57,0
3572197447,1,1,0,1,0,57,1
5980295522,0,0,0,0,1,27,0
7514480429,0,0,0,0,0,4,1
4682419250,1,1,1,1,0,52,0
7784339646,1,1,1,1,0,56,0
1916224128,1,1,1,1,0,69,0
2166281634,1,1,1,0,0,53,1
6589276345,0,0,0,0,0,46,0
4493613156,0,1,0,0,0,3,0
3383560123,0,0,0,0,0,29,1
8763521755,1,1,1,0,0,72,0
3562289159,1,1,1,0,0,37,0
1700510350,0,0,0,0,1,8,0
3060535244,0,0,0,0,1,5,1
4370083735,1,0,0,0,0,36,1
8186650441,0,0,0,0,1,11,0
7737530258,1,0,0,0,0,43,0
7797392828,0,0,1,0,0,10,1
4933292826,1,1,1,1,0,55,0
6680356452,1,1,1,0,0,17,0
5300694942,0,0,1,0,0,38,0
6717389129,0,1,1,1,1,72,1
7556009758,1,1,1,0,0,71,0
4802481547,1,1,1,1,0,72,0
4479586724,1,1,1,1,0,65,0
5590397649,1,1,1,1,0,71,0
7281271524,1,1,1,1,0,56,0
7425251832,1,0,1,0,0,53,0
5054107842,1,1,0,1,0,32,0
5423659557,1,0,0,0,0,14,0
1546018150,0,0,0,0,0,1,1
1078245354,1,1,1,0,0,57,0
5362222643,1,1,0,1,0,45,0
1919572326,0,1,0,0,0,10,0
2211289060,1,0,1,0,0,48,1
1937509052,0,0,0,0,0,35,1
1186198351,0,0,0,0,0,25,1
4744171664,0,0,0,0,0,2,1
7135096836,0,0,0,0,1,1,1
7813225622,0,0,0,0,0,3,1
1760680322,1,1,1,1,1,64,1
7750151838,1,0,0,0,0,29,1
7449536832,1,1,1,0,0,18,1
3225133664,0,1,1,0,0,66,1
5435401831,0,0,0,0,0,7,0
1554167165,0,0,0,0,1,29,1
3056046132,0,1,0,0,0,6,1
4947324627,0,1,1,0,0,11,0
5402075323,0,0,0,0,1,2,0
5476657535,1,1,1,0,0,22,1
4588014624,1,1,1,1,0,65,0
2393504038,0,0,0,0,0,39,0
8134111353,1,1,1,0,1,38,0
3555450947,1,1,1,1,0,72,1
4230622961,0,0,0,0,1,1,1
6324699744,1,1,1,1,0,72,0
5604365731,0,0,0,0,1,9,1
2579203237,0,0,0,0,1,1,0
5615258758,1,1,1,0,0,57,0
6987529850,0,0,0,0,1,19,1
7055264038,1,0,0,0,0,18,1
2102315161,1,1,1,0,0,29,0
3565305350,1,1,1,0,1,25,0
3528590842,0,1,1,1,0,72,1
3451596058,0,0,1,0,0,12,1
3848116424,1,0,1,0,0,26,0
4948324627,0,1,1,0,0,11,0
7486580027,1,1,1,1,0,72,0
7985328660,0,0,0,0,0,4,0
1786167748,1,1,1,1,0,72,1
1092232024,0,0,0,0,1,15,1
1176335161,0,0,0,0,0,4,1
6228437528,0,0,0,0,0,4,1
7580381622,0,0,0,0,1,1,1
5870022462,0,0,0,0,0,4,1
4939697446,1,0,0,0,0,31,0
2125262630,1,1,1,1,0,63,0
1875656240,0,0,0,0,0,4,0
7544347548,1,1,1,1,0,70,0
7152455328,0,0,1,0,1,9,0
7512656926,1,1,1,1,0,70,0
7373300232,0,0,0,0,1,14,1
2486178257,0,0,0,0,0,38,1
6510256722,0,0,0,1,1,42,1
3987408040,1,1,1,1,0,72,0
5424659557,1,0,0,0,0,14,0
8320114333,1,0,1,0,0,29,0
4796384258,0,0,0,0,0,2,0
7869646630,0,1,0,1,0,6,0
1929483233,0,0,0,0,0,7,1
5027065452,0,1,0,0,1,8,1
8826648335,0,0,0,0,1,1,1
8485053649,0,1,1,0,0,63,1
2302559049,1,1,1,0,0,55,0
7598501556,1,1,1,1,0,71,0
5843240352,0,0,0,0,1,2,1
1823172753,0,0,0,0,1,1,1
3703436432,1,0,1,0,0,21,0
7828433157,1,1,1,0,0,71,0
5791574845,1,1,1,1,0,53,0
2754304547,0,1,0,0,1,3,1
7246189228,1,0,0,0,1,38,0
7970305256,1,0,1,1,0,50,0
3523571660,0,0,0,0,0,1,1
7089236539,1,1,1,1,0,64,0
5507060535,1,1,1,1,0,72,0
7263391630,1,1,1,0,0,67,0
7349355052,0,0,0,0,1,20,1
4221042058,0,0,0,0,0,1,1
1702034840,1,1,1,1,0,70,0
2283487729,0,0,0,0,0,41,0
5916392335,1,0,1,0,0,50,0
2228657229,1,0,1,0,0,49,0
4307575254,0,0,0,0,1,16,0
6707133933,1,1,1,0,0,64,0
7876643837,1,1,1,0,0,58,0
8104331562,0,0,0,0,1,2,1
5663270251,0,0,0,0,1,2,1
3994243828,0,0,0,0,1,7,1
3909463461,0,0,0,0,0,1,1
5785030161,1,0,1,0,0,23,0
2462522234,1,1,1,1,0,58,0
2726164341,0,0,0,0,0,11,1
8350644026,0,1,1,0,1,58,1
4325423346,1,1,1,0,0,56,0
3073668758,0,0,0,0,1,5,0
8571204431,0,0,0,0,0,21,1
5022265734,1,1,1,1,0,66,0
2973583241,1,1,1,0,0,61,0
7423522139,0,0,1,0,1,43,1
5004284956,1,1,1,0,0,60,0
4788478136,1,1,1,1,0,59,1
7378498638,1,1,1,1,0,72,0
4445170663,0,0,0,0,1,5,0
2082019965,1,1,1,1,0,72,0
8598670425,0,1,1,0,1,68,1
4820006647,0,0,0,0,1,3,1
5353312243,1,0,0,0,0,26,1
2646649734,1,1,1,1,0,56,0
1257176934,1,1,1,1,0,68,0
1535478352,0,0,0,0,1,31,0
6774467760,0,1,1,0,0,69,1
3030517029,0,0,0,0,1,36,1
3093602458,0,1,1,0,1,68,1
7120359653,1,1,1,0,0,55,0
7772579945,1,1,1,1,0,57,0
7974374847,0,0,0,0,0,1,0
2526283529,1,1,0,1,0,41,1
8023464565,1,1,1,0,0,23,0
7396256453,1,1,0,1,0,15,0
5608328925,0,0,0,0,1,5,1
6095069561,0,1,0,0,0,1,0
4231677561,0,1,1,1,0,61,1
2133662141,1,1,1,1,0,72,0
8341001956,0,0,0,0,0,10,1
3294524738,0,0,0,0,1,31,0
1305222722,0,0,0,0,1,10,1
5576119554,1,1,0,1,0,42,0
3524606152,1,1,1,0,0,59,0
4878351641,1,1,1,0,1,57,0
5185512724,0,0,0,0,1,15,1
3867260731,0,0,0,0,1,10,1
5689615827,0,0,0,0,1,31,1
2972583241,1,1,1,0,0,61,0
8782024962,0,0,0,0,0,1,1
7695026948,1,1,1,1,0,59,1
4716204649,1,1,1,1,0,71,1
5155032352,0,0,0,0,1,1,1
2125462262,1,1,0,0,0,13,0
6521590362,0,0,0,0,0,7,1
3774157159,0,1,1,0,1,66,1
7054202864,0,0,0,0,1,15,1
6925154655,0,0,0,0,1,6,0
8806618559,0,0,1,0,0,13,0
5575354558,0,0,0,0,1,32,1
8438500353,1,1,1,1,0,61,1
3527632241,0,0,0,0,0,23,0
1480351565,1,1,0,0,0,16,1
3369486654,0,1,0,0,0,7,0
8796471529,1,1,1,0,0,60,0
6266445339,0,0,0,0,1,18,0
1768127057,1,0,1,0,1,49,0
7499278537,0,0,0,0,0,24,1
2463472856,1,0,1,0,0,44,1
6881144753,1,0,0,0,0,18,0
8408042144,0,1,0,0,0,5,0
2077072031,0,1,1,0,0,2,0
5880474765,1,1,1,1,0,68,0
6722617460,1,1,1,1,0,72,1
1151269662,1,0,0,0,1,35,0
2621269023,0,1,0,0,0,8,1
8261247546,1,1,0,1,0,56,1
4010356732,0,0,0,0,1,32,0
4524584730,1,1,1,0,0,55,0
1966666465,0,0,0,0,1,2,0
5761611962,1,1,1,0,0,56,0
1714529565,1,0,0,0,1,43,0
1548622333,0,0,0,0,0,1,1
2821267743,1,0,0,1,0,46,0
4427375255,1,0,0,1,0,42,1
2230322736,1,0,0,0,0,15,0
5437628151,0,1,1,1,0,67,1
2963169943,0,0,0,0,1,11,0
7790561042,0,1,0,0,0,11,0
3127344149,1,1,1,0,1,58,0
8650215757,0,0,0,0,1,2,1
6862396941,0,0,0,0,0,20,1
4253071624,1,1,1,1,0,71,0
2553481036,0,1,0,0,0,1,0
4335396546,1,1,0,1,0,25,1
1869338661,0,1,0,0,0,4,0
8022459347,1,1,0,1,0,56,0
2562314260,0,0,0,0,0,5,1
2490573337,0,0,0,0,1,19,1
3489162450,0,0,0,0,1,30,0
3290149543,0,1,1,0,1,64,1
4189498435,0,0,1,0,1,58,1
6823566765,0,0,0,0,0,3,0
2739510862,1,0,0,1,0,46,0
5499401422,1,0,0,1,0,72,0
3727673442,0,1,0,0,1,10,0
4427067925,0,0,0,0,0,45,1
2525280622,1,0,1,0,0,65,0
8881265943,1,0,1,0,0,59,0
8787198544,1,0,0,1,0,35,0
6862034461,1,1,1,0,0,63,1
1747301945,1,0,0,1,0,72,0
2773185224,1,0,0,0,0,38,1
6048297525,1,0,1,0,1,57,1
2600084958,1,0,0,1,0,72,0
2264529336,0,0,0,0,1,29,1
6730349735,1,0,1,0,1,44,0
7889334045,1,0,1,0,1,72,0
8040654537,1,0,0,1,0,61,0
4448404547,1,0,0,1,0,72,0
4046042451,1,1,1,0,0,44,1
7461653056,0,0,0,0,1,2,1
4260572651,1,0,1,1,0,72,1
5493291853,0,0,0,0,0,28,1
6819520957,1,0,1,0,0,48,1
8903362746,0,0,0,0,0,24,0
4007322839,1,0,1,0,0,36,0
1932226951,1,1,1,0,0,30,0
3870145361,0,0,1,0,1,42,0
6174496855,1,0,1,1,0,72,0
6990689260,1,0,1,0,0,56,0
6729662038,0,0,1,0,0,7,1
3911590231,0,0,0,0,0,6,0
5170036929,1,0,1,0,0,71,0
3380160335,0,0,0,0,0,13,1
1388555423,1,0,0,0,0,56,0
3884086347,0,0,0,0,0,22,1
7167621425,1,0,1,0,0,66,0
2837083360,0,0,0,0,1,4,1
5996281856,1,0,0,0,0,41,1
4852340432,1,0,1,1,1,70,0
2057492146,0,0,0,0,1,4,1
4007449122,0,1,1,0,0,11,0
3978253039,1,0,1,0,0,69,0
7533556061,0,0,0,0,0,44,0
4091448926,1,0,1,1,0,72,1
1107272145,0,0,0,0,1,2,0
2681354665,0,0,0,0,1,1,1
8026343859,0,0,1,0,0,40,0
3032318423,0,0,0,0,1,8,1
5692296527,1,0,1,1,1,65,0
4131192826,0,1,0,0,0,1,0
8964418938,1,0,0,0,1,45,0
5142585827,0,1,0,0,0,3,1
4527570835,0,0,0,0,1,2,0
7828475660,1,0,0,0,1,58,0
2218475359,1,0,1,0,1,66,0
1964450565,1,0,1,1,0,70,0
2099589456,0,0,0,0,0,9,1
2218586227,0,1,0,0,0,5,1
7629535163,0,0,0,0,1,10,1
5417427855,0,0,0,0,1,32,0
2561314260,0,0,0,0,0,5,1
2396572055,0,0,0,0,1,13,1
2144173524,0,0,0,0,1,1,1
8985701449,0,0,0,0,0,44,0
3662087338,0,0,0,1,0,45,0
3434513250,1,1,0,1,0,50,1
7506413825,0,0,0,0,0,21,0
5827033952,0,0,0,0,0,36,1
4256199959,0,0,0,1,1,57,1
2168577864,1,0,1,1,0,72,0
3071342754,1,0,1,1,0,70,0
5197120839,0,0,0,0,1,11,1
1333689837,0,0,0,0,1,9,1
8971146746,0,0,0,0,0,31,0
3697167063,1,1,0,1,0,23,0
3922093231,0,0,0,0,1,4,1
7480646553,0,0,0,0,1,1,1
6363223957,1,0,1,0,1,66,0
4055006252,1,0,1,0,0,60,0
